City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Pingliang,CN,2021-01-16 00:49:55,35.5392,106.6861,22.15,86,100,8.86
296,Charlestown,AU,2021-01-16 00:49:55,-32.95,151.6667,77.0,23,0,17.27
297,Imeni Poliny Osipenko,RU,2021-01-16 00:49:55,52.4201,136.4853,-18.76,87,6,2.21
298,Pierre,US,2021-01-16 00:49:55,44.3683,-100.351,26.6,68,1,11.5
299,Basi,IN,2021-01-16 00:46:22,26.8333,76.0333,53.6,76,0,1.39
300,Puerto Escondido,MX,2021-01-16 00:46:13,15.85,-97.0667,78.8,73,75,1.61
301,Mutoko,ZW,2021-01-16 00:49:55,-17.397,32.2268,64.87,100,99,0.72
302,Inta,RU,2021-01-16 00:49:56,66.0317,60.1659,-5.91,91,100,2.89
303,Muros,ES,2021-01-16 00:49:56,42.7762,-9.0603,37.99,93,26,5.75
304,Wanning,CN,2021-01-16 00:49:56,18.8003,110.3967,70.05,84,30,6.91
305,Waingapu,ID,2021-01-16 00:49:56,-9.6567,120.2641,82.36,72,99,5.21
306,Havoysund,NO,2021-01-16 00:49:56,70.9963,24.6622,35.6,87,75,10.36
307,Oxapampa,PE,2021-01-16 00:49:56,-10.5775,-75.4017,59.36,90,70,2.04
308,El Dovio,CO,2021-01-16 00:49:56,4.5079,-76.2362,75.2,69,40,9.22
309,Tongeren,BE,2021-01-16 00:49:56,50.7805,5.4648,33.01,93,75,2.3
310,Male,MV,2021-01-16 00:49:56,4.1748,73.5089,82.4,83,75,10.36
311,Blois,FR,2021-01-16 00:49:56,47.5833,1.3333,27.0,93,100,1.45
312,Severo-Kurilsk,RU,2021-01-16 00:49:56,50.6789,156.125,28.8,94,87,11.18
313,Staryy Nadym,RU,2021-01-16 00:49:56,65.6118,72.6842,0.45,93,100,6.78
314,Tondano,ID,2021-01-16 00:49:56,1.3038,124.9112,82.4,83,40,6.91
315,Calabozo,VE,2021-01-16 00:49:56,8.9242,-67.4293,81.68,53,95,6.78
316,Veraval,IN,2021-01-16 00:49:56,20.9,70.3667,67.3,38,0,9.06
317,Elko,US,2021-01-16 00:49:56,41.0002,-115.5012,44.6,49,1,2.57
318,Mahanoro,MG,2021-01-16 00:49:56,-19.9,48.8,76.64,88,100,4.29
319,Dunhua,CN,2021-01-16 00:49:56,43.3725,128.2425,-4.29,86,0,7.65
320,Huilong,CN,2021-01-16 00:49:56,31.8111,121.655,42.01,70,94,16.24
321,Nagato,JP,2021-01-16 00:49:57,34.3833,131.2,53.6,82,75,16.11
322,Otjimbingwe,NA,2021-01-16 00:49:57,-22.35,16.1333,67.5,71,100,5.44
323,Boa Viagem,BR,2021-01-16 00:49:57,-5.1275,-39.7322,76.08,72,0,6.22
324,Harper,LR,2021-01-16 00:49:57,4.375,-7.7169,77.88,86,73,7.49
325,Hay River,CA,2021-01-16 00:47:08,60.8156,-115.7999,19.4,86,100,4.61
326,Kisangani,CD,2021-01-16 00:49:57,0.5167,25.2,69.46,94,96,2.13
327,La Ronge,CA,2021-01-16 00:49:57,55.1001,-105.2842,19.4,79,100,8.05
328,Superior,US,2021-01-16 00:49:57,46.7208,-92.1041,36.0,100,90,3.44
329,Jamame,SO,2021-01-16 00:49:57,0.0722,42.7506,74.26,89,0,7.25
330,Neyshabur,IR,2021-01-16 00:49:57,36.2133,58.7958,40.73,51,0,0.65
331,Caapora,BR,2021-01-16 00:49:58,-7.5156,-34.9083,77.0,88,20,6.91
332,Luderitz,NA,2021-01-16 00:49:58,-26.6481,15.1594,63.27,81,0,10.69
333,Abilene,US,2021-01-16 00:49:58,32.4487,-99.7331,51.8,16,1,16.11
334,Srednekolymsk,RU,2021-01-16 00:49:58,67.45,153.6833,-32.94,80,13,3.0
335,Nadym,RU,2021-01-16 00:49:58,65.5333,72.5167,0.41,94,100,6.33
336,Avera,US,2021-01-16 00:49:59,33.194,-82.5271,44.6,59,1,6.89
337,Talnakh,RU,2021-01-16 00:49:59,69.4865,88.3972,-35.37,73,0,6.8
338,Yumen,CN,2021-01-16 00:49:59,40.2833,97.2,6.85,77,0,6.67
339,Turukhansk,RU,2021-01-16 00:49:59,65.8167,87.9833,-27.11,80,86,12.77
340,Ulaangom,MN,2021-01-16 00:49:59,49.9811,92.0667,-18.81,85,83,0.98
341,Evensk,RU,2021-01-16 00:49:59,61.95,159.2333,-21.5,79,91,3.42
342,Garmsar,IR,2021-01-16 00:49:59,35.2182,52.3409,47.35,52,0,6.15
343,Samarai,PG,2021-01-16 00:49:59,-10.6167,150.6667,86.23,70,95,13.89
344,Los Llanos De Aridane,ES,2021-01-16 00:49:59,28.6585,-17.9182,62.6,55,90,12.66
345,Lazarev,RU,2021-01-16 00:49:59,52.225,141.5131,-9.85,86,0,3.04
346,Krasnoselkup,RU,2021-01-16 00:49:59,65.7,82.4667,-8.81,90,100,15.3
347,Zhoucheng,CN,2021-01-16 00:49:59,35.9122,116.3117,28.92,81,100,1.88
348,Riyadh,SA,2021-01-16 00:49:59,24.6877,46.7219,55.4,67,0,2.3
349,Jamsa,FI,2021-01-16 00:49:59,61.8642,25.19,12.2,92,90,4.61
350,Nome,US,2021-01-16 00:49:59,64.5011,-165.4064,21.2,68,1,5.75
351,Guerrero Negro,MX,2021-01-16 00:46:13,27.9769,-114.0611,68.5,32,0,4.34
352,Hokitika,NZ,2021-01-16 00:49:59,-42.7167,170.9667,67.05,65,0,7.56
353,Akmene,LT,2021-01-16 00:49:59,56.25,22.75,8.6,85,90,4.61
354,Tiksi,RU,2021-01-16 00:49:59,71.6872,128.8694,-12.17,90,100,6.26
355,Paamiut,GL,2021-01-16 00:49:59,61.994,-49.6678,24.6,97,82,16.93
356,Bandarbeyla,SO,2021-01-16 00:49:59,9.4942,50.8122,73.6,79,27,14.05
357,Ucluelet,CA,2021-01-16 00:49:11,48.9329,-125.5528,48.2,93,90,2.3
358,Birjand,IR,2021-01-16 00:47:11,32.8663,59.2211,30.2,22,0,9.22
359,Pelym,RU,2021-01-16 00:50:00,61.0108,61.9978,-9.98,90,0,1.83
360,Athabasca,CA,2021-01-16 00:45:06,54.7169,-113.2854,28.4,69,0,4.61
361,Shush,IR,2021-01-16 00:50:00,32.1942,48.2436,54.68,50,0,3.33
362,Leisure City,US,2021-01-16 00:49:19,25.4954,-80.4292,71.6,56,90,3.44
363,Mahajanga,MG,2021-01-16 00:50:00,-15.7167,46.3167,80.6,89,40,3.44
364,Puro,PH,2021-01-16 00:50:00,12.4841,123.3827,78.62,86,97,14.09
365,Lewiston,US,2021-01-16 00:50:00,44.1003,-70.2148,32.0,74,1,1.25
366,Matara,LK,2021-01-16 00:50:00,5.9485,80.5353,75.07,83,100,4.5
367,Simplicio Mendes,BR,2021-01-16 00:50:00,-7.8539,-41.9103,76.59,70,37,3.91
368,Vilyuysk,RU,2021-01-16 00:50:00,63.7553,121.6247,-45.18,78,97,4.59
369,Manisa,TR,2021-01-16 00:50:00,38.8333,28.1667,28.58,93,95,3.65
370,Prince Rupert,CA,2021-01-16 00:50:00,54.3161,-130.3201,46.4,87,90,2.3
371,Voskresenskoye,RU,2021-01-16 00:50:01,56.8381,45.4317,7.54,95,100,9.57
372,Bambous Virieux,MU,2021-01-16 00:50:01,-20.3428,57.7575,80.01,94,40,4.61
373,Abu Samrah,SY,2021-01-16 00:50:01,35.3029,37.1841,48.25,79,0,7.52
374,Porangatu,BR,2021-01-16 00:50:01,-13.4408,-49.1486,73.13,89,100,1.97
375,Brandon,US,2021-01-16 00:50:01,27.9378,-82.2859,63.0,94,90,4.61
376,Doha,QA,2021-01-16 00:50:01,25.2867,51.5333,60.8,77,0,3.44
377,Semey,KZ,2021-01-16 00:50:03,50.4111,80.2275,-0.4,65,0,22.37
378,Vestmanna,FO,2021-01-16 00:50:03,62.1564,-7.1664,41.0,87,75,33.38
379,Chandbali,IN,2021-01-16 00:50:04,20.7833,86.7667,60.03,89,0,3.31
380,Hualmay,PE,2021-01-16 00:50:04,-11.0964,-77.6139,70.36,84,99,4.36
381,Namatanai,PG,2021-01-16 00:50:04,-3.6667,152.4333,84.25,69,100,5.28
382,Mucurapo,TT,2021-01-16 00:50:04,10.6667,-61.5333,77.0,73,20,3.44
383,Micheweni,TZ,2021-01-16 00:50:04,-4.9667,39.8333,78.75,83,17,8.61
384,Biltine,TD,2021-01-16 00:50:04,14.5333,20.9167,63.88,29,0,9.95
385,Pisco,PE,2021-01-16 00:50:04,-13.7,-76.2167,69.8,83,0,19.57
386,Kurilsk,RU,2021-01-16 00:50:04,45.2333,147.8833,28.22,97,100,32.32
387,Biak,ID,2021-01-16 00:50:04,-0.9131,122.8766,81.45,75,100,2.21
388,Vevey,CH,2021-01-16 00:50:05,46.4612,6.8433,28.99,85,36,1.01
389,West Monroe,US,2021-01-16 00:48:03,32.5185,-92.1476,48.2,31,20,12.66
390,Shimoda,JP,2021-01-16 00:50:05,34.6667,138.95,57.2,67,20,14.97
391,Anju,KP,2021-01-16 00:50:05,39.6178,125.6647,11.41,82,0,6.69
392,Kalisz,PL,2021-01-16 00:50:05,51.7611,18.091,21.99,90,84,1.01
393,Chara,RU,2021-01-16 00:50:05,56.9064,118.2631,-18.08,75,100,1.74
394,Champerico,GT,2021-01-16 00:50:05,14.3,-91.9167,66.0,94,96,8.25
395,Ulaanbaatar,MN,2021-01-16 00:50:05,47.9077,106.8832,-36.4,67,12,2.24
396,Mayo,US,2021-01-16 00:50:05,38.8876,-76.5119,46.99,93,90,4.61
397,La Libertad,EC,2021-01-16 00:50:05,-2.2333,-80.9,77.0,83,75,8.05
398,Peterhead,GB,2021-01-16 00:50:05,57.5058,-1.7981,39.0,81,100,18.41
399,Sitka,US,2021-01-16 00:48:08,57.0531,-135.33,42.8,87,90,5.75
400,Whitehorse,CA,2021-01-16 00:47:02,60.7161,-135.0538,30.2,86,75,18.41
401,Stromness,GB,2021-01-16 00:50:05,58.965,-3.296,39.2,75,40,35.68
402,Geraldton,AU,2021-01-16 00:50:06,-28.7667,114.6,86.0,35,0,32.21
403,Ballina,AU,2021-01-16 00:50:06,-28.8667,153.5667,84.2,69,40,17.27
404,Birao,CF,2021-01-16 00:50:06,10.2849,22.7882,64.74,28,0,6.24
405,Kiama,AU,2021-01-16 00:50:06,-34.6833,150.8667,70.0,43,0,4.0
406,Svetlyy,RU,2021-01-16 00:50:06,54.675,20.1347,17.6,79,75,2.24
407,Douentza,ML,2021-01-16 00:50:06,14.9951,-2.9517,64.11,25,0,6.38
408,Bela Vista,BR,2021-01-16 00:50:06,-22.1089,-56.5211,74.71,94,33,5.44
409,Acarau,BR,2021-01-16 00:50:06,-2.8856,-40.12,78.98,82,62,13.09
410,Monteagudo,BO,2021-01-16 00:50:06,-19.8167,-63.9833,69.39,86,100,2.3
411,Wanaka,NZ,2021-01-16 00:50:06,-44.7,169.15,75.65,27,0,4.29
412,Maputo,MZ,2021-01-16 00:46:06,-25.9653,32.5892,80.01,83,20,8.05
413,Alice Springs,AU,2021-01-16 00:50:07,-23.7,133.8833,78.8,21,7,19.57
414,Surdulica,RS,2021-01-16 00:50:07,42.6906,22.1708,25.0,85,100,3.33
415,Coracora,PE,2021-01-16 00:50:07,-15.0333,-73.7833,50.2,84,100,6.51
416,Buraydah,SA,2021-01-16 00:50:07,26.326,43.975,50.0,87,0,2.3
417,Senno,RU,2021-01-16 00:50:07,59.5336,33.9167,-8.3,90,100,3.42
418,Berdigestyakh,RU,2021-01-16 00:50:07,62.0989,126.6992,-34.42,82,100,3.83
419,Yanam,IN,2021-01-16 00:50:07,16.7333,82.2167,68.0,94,20,5.75
420,Honningsvag,NO,2021-01-16 00:50:07,70.9821,25.9704,37.87,78,100,26.44
421,Asau,RO,2021-01-16 00:50:07,46.4333,26.4,21.2,79,75,1.92
422,Muroto,JP,2021-01-16 00:50:07,33.2833,134.15,50.0,93,75,6.91
423,Lasa,IT,2021-01-16 00:50:07,46.6166,10.7002,21.99,85,0,9.22
424,Ayan,RU,2021-01-16 00:50:07,56.45,138.1667,-12.64,77,0,3.87
425,Amambai,BR,2021-01-16 00:50:08,-23.1042,-55.2258,72.46,96,0,5.99
426,Groningen,NL,2021-01-16 00:45:59,53.25,6.75,35.01,80,90,8.05
427,Caxias,PT,2021-01-16 00:50:08,38.7031,-9.2767,52.0,86,0,1.99
428,Alofi,NU,2021-01-16 00:50:07,-19.0595,-169.9187,87.8,66,75,6.91
429,Zyryanovsk,KZ,2021-01-16 00:50:08,49.7386,84.2719,-14.6,82,97,0.67
430,Skibotn,NO,2021-01-16 00:50:08,69.3913,20.2679,33.8,93,75,10.36
431,Karasjok,NO,2021-01-16 00:50:08,69.4719,25.5112,35.6,75,75,16.11
432,Port Hardy,CA,2021-01-16 00:50:08,50.6996,-127.4199,46.4,93,40,2.3
433,Sucua,EC,2021-01-16 00:50:08,-2.4667,-78.1667,69.46,80,100,2.08
434,Luau,AO,2021-01-16 00:50:08,-10.7073,22.2247,62.47,98,100,3.0
435,Beringovskiy,RU,2021-01-16 00:50:08,63.05,179.3167,-9.71,89,64,11.45
436,Carmen,MX,2021-01-16 00:50:09,18.6333,-91.8333,73.4,88,90,5.75
437,Amalapuram,IN,2021-01-16 00:50:09,16.5833,82.0167,68.0,94,20,5.75
438,Vardo,NO,2021-01-16 00:50:09,70.3705,31.1107,34.61,92,100,10.36
439,Rio Grande,BR,2021-01-16 00:49:58,-32.035,-52.0986,77.0,88,75,18.41
440,Mosquera,CO,2021-01-16 00:50:09,4.7059,-74.2302,57.2,82,20,5.75
441,Zhucheng,CN,2021-01-16 00:50:09,35.9947,119.3975,24.31,85,99,8.08
442,Tabas,IR,2021-01-16 00:50:09,33.5959,56.9244,33.8,19,0,2.3
443,Buala,SB,2021-01-16 00:50:09,-8.145,159.5921,85.82,65,99,7.76
444,Moskovskiy,RU,2021-01-16 00:50:09,55.5991,37.355,8.6,78,0,6.71
445,Raudeberg,NO,2021-01-16 00:50:09,61.9875,5.1352,30.2,69,0,14.97
446,Buchanan,LR,2021-01-16 00:49:15,5.8808,-10.0467,77.0,94,40,6.13
447,Tuatapere,NZ,2021-01-16 00:50:09,-46.1333,167.6833,73.0,63,7,8.99
448,Ferrandina,IT,2021-01-16 00:50:09,40.5012,16.4547,41.0,93,0,8.05
449,Timbo,BR,2021-01-16 00:50:09,-26.8233,-49.2717,75.0,92,44,2.51
450,Srivardhan,IN,2021-01-16 00:50:10,18.0333,73.0167,72.37,62,0,6.44
451,Vestmannaeyjar,IS,2021-01-16 00:50:10,63.4427,-20.2734,41.61,83,100,14.7
452,Lakefield,US,2021-01-16 00:50:10,43.6775,-95.1717,26.6,86,90,25.32
453,Eyl,SO,2021-01-16 00:50:10,7.9803,49.8164,72.12,82,33,12.8
454,Slave Lake,CA,2021-01-16 00:49:52,55.2834,-114.769,42.8,45,1,19.57
455,Cabedelo,BR,2021-01-16 00:50:10,-6.9811,-34.8339,77.0,88,20,6.91
456,Taoudenni,ML,2021-01-16 00:50:10,22.6783,-3.9836,55.6,29,100,12.1
457,Saint George,US,2021-01-16 00:50:10,37.1041,-113.5841,60.8,18,1,1.72
458,Half Moon Bay,US,2021-01-16 00:47:29,37.4636,-122.4286,66.2,48,1,14.97
459,Pochutla,MX,2021-01-16 00:50:10,15.7432,-96.4661,78.8,73,75,1.23
460,Komsomolskiy,UZ,2021-01-16 00:50:10,40.4272,71.7189,32.0,69,0,2.3
461,Aklavik,CA,2021-01-16 00:50:10,68.2191,-135.0107,-9.4,84,100,9.22
462,Spokane,US,2021-01-16 00:50:11,47.6166,-117.3677,37.4,81,1,1.25
463,Svobodnyy,RU,2021-01-16 00:50:11,51.4,128.1333,-22.31,85,0,1.39
464,Ambilobe,MG,2021-01-16 00:50:11,-13.2,49.05,74.23,93,16,2.06
465,Lompoc,US,2021-01-16 00:47:17,34.6391,-120.4579,68.0,48,100,10.36
466,Kieta,PG,2021-01-16 00:50:11,-6.2167,155.6333,86.72,57,100,5.64
467,Tura,IN,2021-01-16 00:50:11,25.5198,90.2201,54.61,58,19,2.42
468,Ust-Maya,RU,2021-01-16 00:50:11,60.4167,134.5333,-41.82,80,100,1.52
469,San Patricio,US,2021-01-16 00:50:11,28.017,-97.5169,57.2,26,20,8.05
470,Mayahi,NE,2021-01-16 00:50:11,13.9553,7.6712,64.54,26,0,8.21
471,Pangnirtung,CA,2021-01-16 00:50:11,66.1451,-65.7125,1.67,88,100,3.0
472,Irbeyskoye,RU,2021-01-16 00:50:11,55.6428,95.4522,5.34,91,100,9.86
473,Port-Cartier,CA,2021-01-16 00:50:11,50.0334,-66.8654,28.4,86,0,3.44
474,Medina,SA,2021-01-16 00:50:11,24.4686,39.6142,66.2,27,0,11.5
475,Polunochnoye,RU,2021-01-16 00:50:12,60.8697,60.4153,-8.03,91,0,0.56
476,Chernyshevskiy,RU,2021-01-16 00:50:12,63.0128,112.4714,-36.72,83,99,4.05
477,Bobrovka,RU,2021-01-16 00:50:12,54.047,61.7455,18.61,95,100,11.12
478,Camana,PE,2021-01-16 00:50:12,-16.6228,-72.7111,70.5,77,100,6.24
479,Port Said,EG,2021-01-16 00:50:12,31.2565,32.2841,59.63,58,0,14.94
480,Sinnai,IT,2021-01-16 00:50:12,39.3042,9.2036,48.99,100,20,6.91
481,Ahuimanu,US,2021-01-16 00:50:12,21.4447,-157.8378,82.4,73,40,10.36
482,Netolice,CZ,2021-01-16 00:50:12,49.0493,14.197,23.0,92,100,5.01
483,Benguela,AO,2021-01-16 00:50:12,-12.5763,13.4055,73.62,75,0,4.27
484,Mazagao,BR,2021-01-16 00:50:12,-0.115,-51.2894,82.4,78,0,8.05
485,Tomatlan,MX,2021-01-16 00:50:12,19.9333,-105.25,73.98,43,88,2.86
486,Nouadhibou,MR,2021-01-16 00:50:12,20.931,-17.0347,60.8,55,0,20.71
487,Shu,KZ,2021-01-16 00:50:12,43.5983,73.7614,14.11,82,0,1.3
488,Sobolevo,RU,2021-01-16 00:50:12,54.4299,31.8996,-3.55,92,95,6.2
489,Erenhot,CN,2021-01-16 00:50:13,43.6475,111.9767,-7.69,84,0,7.02
490,Marsa Matruh,EG,2021-01-16 00:50:13,31.3525,27.2453,58.35,68,0,19.84
491,Kenai,US,2021-01-16 00:50:13,60.5544,-151.2583,34.0,69,1,5.75
492,Cayenne,GF,2021-01-16 00:50:13,4.9333,-52.3333,77.0,100,75,13.24
493,Kainantu,PG,2021-01-16 00:50:13,-6.2887,145.8655,76.6,57,100,4.83
494,Oga,IT,2021-01-16 00:50:13,46.4631,10.347,28.0,84,0,1.14
495,Adrian,US,2021-01-16 00:50:13,41.8975,-84.0372,33.01,86,20,4.21
496,Lavrentiya,RU,2021-01-16 00:50:13,65.5833,-171.0,-1.37,89,100,9.24
497,Gueret,FR,2021-01-16 00:50:13,46.1667,1.8667,30.99,86,0,2.3
498,Ordzhonikidze,KZ,2021-01-16 00:50:13,52.4411,61.7408,12.74,94,100,8.05
499,Kampot,KH,2021-01-16 00:50:13,10.6167,104.1833,73.4,88,40,1.14
500,Orlik,RU,2021-01-16 00:50:14,52.5178,99.825,-13.09,78,100,4.0
501,High Level,CA,2021-01-16 00:50:14,58.5169,-117.136,21.2,93,75,4.61
502,Da Lat,VN,2021-01-16 00:46:27,11.9465,108.4419,64.09,63,0,2.37
503,Port Moresby,PG,2021-01-16 00:50:14,-9.4431,147.1797,82.4,78,40,11.5
504,Sovetskiy,RU,2021-01-16 00:50:14,61.3614,63.5842,-10.39,90,0,2.68
505,Pampa,US,2021-01-16 00:50:14,35.5362,-100.9599,42.8,16,90,17.27
506,Honiara,SB,2021-01-16 00:50:14,-9.4333,159.95,85.28,69,87,7.36
507,Gazanjyk,TM,2021-01-16 00:50:14,39.2446,55.5154,44.24,85,0,4.85
508,Minab,IR,2021-01-16 00:50:14,27.1467,57.0801,51.8,82,0,6.91
509,New Baltimore,US,2021-01-16 00:50:14,42.6811,-82.7369,34.0,100,40,4.61
510,Calama,CL,2021-01-16 00:50:14,-22.4667,-68.9333,64.4,29,0,23.02
511,Panguna,PG,2021-01-16 00:50:14,-6.3164,155.4848,83.8,54,100,4.43
512,Baie-Comeau,CA,2021-01-16 00:50:14,49.2168,-68.1489,17.6,93,1,2.3
513,Seoul,KR,2021-01-16 00:46:37,37.5683,126.9778,24.8,68,0,5.75
514,Mozarlandia,BR,2021-01-16 00:49:40,-14.7447,-50.5706,75.09,90,100,2.75
515,Stege,DK,2021-01-16 00:50:15,54.987,12.2846,30.99,86,0,12.71
516,Bougouni,ML,2021-01-16 00:50:15,11.417,-7.479,67.93,22,17,6.35
517,Trairi,BR,2021-01-16 00:50:15,-3.2778,-39.2689,79.34,79,18,10.89
518,Basco,PH,2021-01-16 00:50:15,20.4487,121.9702,73.69,79,60,28.43
519,Chapais,CA,2021-01-16 00:50:15,49.7834,-74.8492,26.6,80,90,12.66
520,Russell,US,2021-01-16 00:45:27,32.3502,-85.1999,51.8,45,1,6.96
521,Asfi,MA,2021-01-16 00:50:15,32.2994,-9.2372,52.11,81,0,11.63
522,Urumqi,CN,2021-01-16 00:50:15,43.801,87.6005,-13.0,84,75,2.24
523,Kumbo,CM,2021-01-16 00:50:15,6.2,10.6667,58.14,34,48,4.79
524,Ormara,PK,2021-01-16 00:50:15,25.2088,64.6357,67.08,47,0,2.86
525,Komnina,GR,2021-01-16 00:50:15,40.6,21.7833,32.0,93,100,8.05
526,Sorland,NO,2021-01-16 00:50:15,67.667,12.6934,39.27,74,100,11.92
527,Talakag,PH,2021-01-16 00:50:15,8.2336,124.6003,80.01,84,25,4.0
528,Ukiah,US,2021-01-16 00:50:16,39.1502,-123.2078,66.2,48,1,3.44
529,Porto Santo,PT,2021-01-16 00:50:16,33.072,-16.3415,59.0,72,40,11.5
530,Waw,SS,2021-01-16 00:50:16,7.7029,27.9953,69.66,24,1,6.13
531,Poopo,BO,2021-01-16 00:50:16,-18.3667,-66.9667,54.28,64,100,7.43
532,Polson,US,2021-01-16 00:50:16,47.6936,-114.1632,27.0,50,100,2.19
533,Newcastle,AU,2021-01-16 00:48:48,-32.9272,151.7765,77.0,23,0,17.27
534,Wawa,NG,2021-01-16 00:50:16,9.9022,4.4192,72.99,21,0,7.43
535,Troitskoye,RU,2021-01-16 00:50:16,52.9821,84.6757,-6.21,89,100,4.65
536,Nicoya,CR,2021-01-16 00:50:16,10.1483,-85.452,80.6,65,0,9.22
537,Ilhabela,BR,2021-01-16 00:50:16,-23.7781,-45.3581,76.69,87,100,7.92
538,Rupert,US,2021-01-16 00:50:16,42.6191,-113.6772,37.4,60,1,9.22
539,Quthing,LS,2021-01-16 00:50:16,-30.4,27.7003,63.12,84,78,1.03
540,Thaba-Tseka,LS,2021-01-16 00:50:16,-29.522,28.6084,57.6,82,100,5.41
541,Antsohihy,MG,2021-01-16 00:50:16,-14.8796,47.9875,75.43,93,99,0.6
542,Kruisfontein,ZA,2021-01-16 00:50:17,-34.0033,24.7314,64.99,84,100,5.01
543,Sukhumi,GE,2021-01-16 00:50:17,43.0033,41.0153,40.48,86,100,3.96
544,Christchurch,NZ,2021-01-16 00:49:54,-43.5333,172.6333,69.01,73,90,17.27
545,Mount Gambier,AU,2021-01-16 00:50:17,-37.8333,140.7667,59.0,63,90,14.97
546,Kaitong,CN,2021-01-16 00:50:17,44.8135,123.15,-2.58,78,0,3.83
547,Nampa,US,2021-01-16 00:47:15,43.5407,-116.5635,34.0,100,90,5.75
548,Yavaros,MX,2021-01-16 00:50:17,26.7,-109.5167,64.0,62,0,1.99
549,Kamyshla,RU,2021-01-16 00:50:17,54.1169,52.1426,20.14,97,100,16.26
550,Chekhov,RU,2021-01-16 00:50:17,55.1431,37.4711,8.6,85,40,8.95
551,Svencionys,LT,2021-01-16 00:50:17,55.15,26.1667,2.8,94,100,6.11
552,Vesyegonsk,RU,2021-01-16 00:50:17,58.664,37.2604,-6.02,91,100,5.95
553,Copperas Cove,US,2021-01-16 00:48:52,31.1241,-97.9031,51.8,17,1,11.5
554,Sibu,MY,2021-01-16 00:50:17,2.3,111.8167,73.4,100,40,3.44
555,Dzilam Gonzalez,MX,2021-01-16 00:50:17,21.2833,-88.9333,69.51,76,100,4.92
556,Dayong,CN,2021-01-16 00:50:17,25.0209,118.2898,55.4,88,0,2.24
557,Yerbogachen,RU,2021-01-16 00:50:17,61.2767,108.0108,-41.1,80,100,5.41
558,Kipini,KE,2021-01-16 00:50:18,-2.5257,40.5262,75.04,88,0,6.44
559,Vryburg,ZA,2021-01-16 00:50:18,-26.9566,24.7284,67.69,83,100,3.33
560,Sur,OM,2021-01-16 00:50:18,22.5667,59.5289,64.54,61,0,1.99
561,Zyryanka,RU,2021-01-16 00:50:18,65.75,150.85,-21.66,87,100,2.8
562,Bethel,US,2021-01-16 00:50:18,41.3712,-73.414,39.99,81,90,8.05
563,Yomou,GN,2021-01-16 00:50:18,7.5603,-9.2653,68.13,98,0,1.81
564,Srinagar,IN,2021-01-16 00:50:18,34.0833,74.8167,22.42,83,0,1.97
565,Katsuura,JP,2021-01-16 00:50:18,35.1333,140.3,61.0,66,20,2.3
566,Saurimo,AO,2021-01-16 00:50:18,-9.6608,20.3916,62.92,96,100,2.1
